Review_ID,Customer_Review,Rating
604,"The product did not meet my expectations, quality was subpar.",3
605,"Amazing experience, everything went smoothly!",5
606,Loved it! Would definitely recommend to my friends and family.,5
607,"Not what I expected, very disappointing experience.",2
608,"Product is okay, but shipping took too long.",3
609,"Excellent customer service, the support team was very helpful!",5
610,Loved it! Would definitely recommend to my friends and family.,3
611,"Excellent customer service, the support team was very helpful!",3
612,"Product is okay, but shipping took too long.",4
613,"Poor packaging, arrived damaged. Not happy with the purchase.",2
614,"Amazing experience, everything went smoothly!",5
615,"Terrible customer support, they did not respond to my emails.",3
616,"Product is okay, but shipping took too long.",3
617,"The product did not meet my expectations, quality was subpar.",4
618,"Product is okay, but shipping took too long.",2
619,"Satisfied with the purchase, good value for money.",5
620,"Poor packaging, arrived damaged. Not happy with the purchase.",4
621,"Excellent customer service, the support team was very helpful!",3
622,"Satisfied with the purchase, good value for money.",3
623,"Great product, very satisfied with the quality and service!",3
624,"Not what I expected, very disappointing experience.",4
625,"The product did not meet my expectations, quality was subpar.",1
626,"Excellent customer service, the support team was very helpful!",1
627,"Satisfied with the purchase, good value for money.",5
628,"Excellent customer service, the support team was very helpful!",2
629,Loved it! Would definitely recommend to my friends and family.,4
630,"Poor packaging, arrived damaged. Not happy with the purchase.",4
631,"Poor packaging, arrived damaged. Not happy with the purchase.",3
632,"Terrible customer support, they did not respond to my emails.",4
633,"Satisfied with the purchase, good value for money.",2
634,"Product is okay, but shipping took too long.",3
635,"Product is okay, but shipping took too long.",4
636,Loved it! Would definitely recommend to my friends and family.,1
637,"Excellent customer service, the support team was very helpful!",3
638,"Terrible customer support, they did not respond to my emails.",3
639,"Not what I expected, very disappointing experience.",5
640,"Not what I expected, very disappointing experience.",4
641,Loved it! Would definitely recommend to my friends and family.,4
642,"The product did not meet my expectations, quality was subpar.",3
643,"The product did not meet my expectations, quality was subpar.",4
644,"Product is okay, but shipping took too long.",1
645,"Amazing experience, everything went smoothly!",3
646,"Great product, very satisfied with the quality and service!",3
647,"Great product, very satisfied with the quality and service!",5
648,"The product did not meet my expectations, quality was subpar.",1
649,"Great product, very satisfied with the quality and service!",3
650,"Great product, very satisfied with the quality and service!",2
651,"Not what I expected, very disappointing experience.",5
652,"Terrible customer support, they did not respond to my emails.",1
653,"Terrible customer support, they did not respond to my emails.",1
654,"Not what I expected, very disappointing experience.",5
655,"Satisfied with the purchase, good value for money.",4
656,"Poor packaging, arrived damaged. Not happy with the purchase.",4
657,"Not what I expected, very disappointing experience.",5
658,"Not what I expected, very disappointing experience.",5
659,"Poor packaging, arrived damaged. Not happy with the purchase.",2
660,"Product is okay, but shipping took too long.",2
661,"Terrible customer support, they did not respond to my emails.",5
662,"Excellent customer service, the support team was very helpful!",5
663,"Amazing experience, everything went smoothly!",4
664,"Poor packaging, arrived damaged. Not happy with the purchase.",5
665,"Poor packaging, arrived damaged. Not happy with the purchase.",1
666,Loved it! Would definitely recommend to my friends and family.,4
667,"Great product, very satisfied with the quality and service!",5
668,"Poor packaging, arrived damaged. Not happy with the purchase.",4
669,"The product did not meet my expectations, quality was subpar.",1
670,"Amazing experience, everything went smoothly!",1
671,Loved it! Would definitely recommend to my friends and family.,3
672,"Poor packaging, arrived damaged. Not happy with the purchase.",3
673,"Poor packaging, arrived damaged. Not happy with the purchase.",1
674,"Terrible customer support, they did not respond to my emails.",5
675,"Satisfied with the purchase, good value for money.",5
676,"Great product, very satisfied with the quality and service!",4
677,"Satisfied with the purchase, good value for money.",5
678,"Terrible customer support, they did not respond to my emails.",4
679,"Not what I expected, very disappointing experience.",3
680,Loved it! Would definitely recommend to my friends and family.,5
681,"Great product, very satisfied with the quality and service!",5
682,"Great product, very satisfied with the quality and service!",3
683,"The product did not meet my expectations, quality was subpar.",5
684,"The product did not meet my expectations, quality was subpar.",1
685,"Not what I expected, very disappointing experience.",1
686,"Satisfied with the purchase, good value for money.",1
687,"Product is okay, but shipping took too long.",3
688,"Not what I expected, very disappointing experience.",3
689,"Satisfied with the purchase, good value for money.",5
690,"The product did not meet my expectations, quality was subpar.",1
691,"Excellent customer service, the support team was very helpful!",1
692,"Satisfied with the purchase, good value for money.",1
693,"Excellent customer service, the support team was very helpful!",1
694,"Poor packaging, arrived damaged. Not happy with the purchase.",1
695,"Not what I expected, very disappointing experience.",1
696,"Poor packaging, arrived damaged. Not happy with the purchase.",1
697,"Poor packaging, arrived damaged. Not happy with the purchase.",3
698,"Product is okay, but shipping took too long.",1
699,"Amazing experience, everything went smoothly!",5
700,"Terrible customer support, they did not respond to my emails.",4
701,"Poor packaging, arrived damaged. Not happy with the purchase.",3
702,"The product did not meet my expectations, quality was subpar.",3
703,"Satisfied with the purchase, good value for money.",1
704,"The product did not meet my expectations, quality was subpar.",3
705,"Product is okay, but shipping took too long.",5
706,"Excellent customer service, the support team was very helpful!",2
707,"The product did not meet my expectations, quality was subpar.",1
708,"Terrible customer support, they did not respond to my emails.",5
709,"Satisfied with the purchase, good value for money.",1
710,"Poor packaging, arrived damaged. Not happy with the purchase.",4
711,"Great product, very satisfied with the quality and service!",1
712,"Terrible customer support, they did not respond to my emails.",3
713,"Satisfied with the purchase, good value for money.",4
714,"Poor packaging, arrived damaged. Not happy with the purchase.",1
715,"The product did not meet my expectations, quality was subpar.",1
716,"Terrible customer support, they did not respond to my emails.",1
717,"Product is okay, but shipping took too long.",3
718,"Terrible customer support, they did not respond to my emails.",4
719,"Great product, very satisfied with the quality and service!",4
720,"Terrible customer support, they did not respond to my emails.",4
721,"Great product, very satisfied with the quality and service!",2
722,"Terrible customer support, they did not respond to my emails.",4
723,"Amazing experience, everything went smoothly!",4
724,"Terrible customer support, they did not respond to my emails.",3
725,"Satisfied with the purchase, good value for money.",1
726,"Product is okay, but shipping took too long.",3
727,"Satisfied with the purchase, good value for money.",5
728,"Poor packaging, arrived damaged. Not happy with the purchase.",1
729,"Terrible customer support, they did not respond to my emails.",5
730,"Great product, very satisfied with the quality and service!",1
731,"Terrible customer support, they did not respond to my emails.",2
732,"Not what I expected, very disappointing experience.",1
733,"The product did not meet my expectations, quality was subpar.",5
734,"Amazing experience, everything went smoothly!",5
735,"Poor packaging, arrived damaged. Not happy with the purchase.",4
736,"Satisfied with the purchase, good value for money.",4
737,"Terrible customer support, they did not respond to my emails.",3
738,"Excellent customer service, the support team was very helpful!",5
739,"Product is okay, but shipping took too long.",2
740,"Great product, very satisfied with the quality and service!",3
741,"Poor packaging, arrived damaged. Not happy with the purchase.",4
742,"Excellent customer service, the support team was very helpful!",3
743,"Product is okay, but shipping took too long.",5
744,Loved it! Would definitely recommend to my friends and family.,3
745,"The product did not meet my expectations, quality was subpar.",2
746,"Amazing experience, everything went smoothly!",2
747,"Excellent customer service, the support team was very helpful!",2
748,Loved it! Would definitely recommend to my friends and family.,3
749,"Terrible customer support, they did not respond to my emails.",4
750,Loved it! Would definitely recommend to my friends and family.,5
751,"Poor packaging, arrived damaged. Not happy with the purchase.",4
752,"Amazing experience, everything went smoothly!",5
753,"Poor packaging, arrived damaged. Not happy with the purchase.",2
754,"Poor packaging, arrived damaged. Not happy with the purchase.",2
755,"Great product, very satisfied with the quality and service!",1
756,"Excellent customer service, the support team was very helpful!",4
757,"Not what I expected, very disappointing experience.",5
758,"Not what I expected, very disappointing experience.",1
759,"The product did not meet my expectations, quality was subpar.",1
760,"Satisfied with the purchase, good value for money.",3
761,"Product is okay, but shipping took too long.",5
762,"Poor packaging, arrived damaged. Not happy with the purchase.",2
763,"Product is okay, but shipping took too long.",2
764,"Not what I expected, very disappointing experience.",5
765,"Not what I expected, very disappointing experience.",5
766,"The product did not meet my expectations, quality was subpar.",5
767,Loved it! Would definitely recommend to my friends and family.,5
768,"The product did not meet my expectations, quality was subpar.",2
769,"Product is okay, but shipping took too long.",2
770,"Not what I expected, very disappointing experience.",5
771,"Terrible customer support, they did not respond to my emails.",4
772,"Poor packaging, arrived damaged. Not happy with the purchase.",5
773,"Not what I expected, very disappointing experience.",3
774,"Excellent customer service, the support team was very helpful!",3
775,"Terrible customer support, they did not respond to my emails.",1
776,"Product is okay, but shipping took too long.",2
777,"The product did not meet my expectations, quality was subpar.",4
778,"Excellent customer service, the support team was very helpful!",5
779,"Not what I expected, very disappointing experience.",4
780,"The product did not meet my expectations, quality was subpar.",2
781,Loved it! Would definitely recommend to my friends and family.,4
782,"Not what I expected, very disappointing experience.",1
783,"Product is okay, but shipping took too long.",1
784,"Satisfied with the purchase, good value for money.",4
785,"Product is okay, but shipping took too long.",5
786,"The product did not meet my expectations, quality was subpar.",2
787,Loved it! Would definitely recommend to my friends and family.,3
788,"Product is okay, but shipping took too long.",1
789,"Product is okay, but shipping took too long.",3
790,"Excellent customer service, the support team was very helpful!",2
791,"The product did not meet my expectations, quality was subpar.",1
792,"The product did not meet my expectations, quality was subpar.",4
793,"Excellent customer service, the support team was very helpful!",2
794,"Product is okay, but shipping took too long.",1
795,"Great product, very satisfied with the quality and service!",3
796,"Satisfied with the purchase, good value for money.",1
797,"Terrible customer support, they did not respond to my emails.",2
798,Loved it! Would definitely recommend to my friends and family.,1
799,"Great product, very satisfied with the quality and service!",2
800,"Poor packaging, arrived damaged. Not happy with the purchase.",5
801,Loved it! Would definitely recommend to my friends and family.,4
802,"Product is okay, but shipping took too long.",2
803,Loved it! Would definitely recommend to my friends and family.,3
804,Loved it! Would definitely recommend to my friends and family.,2
805,"Product is okay, but shipping took too long.",4
806,"Not what I expected, very disappointing experience.",2
807,"Amazing experience, everything went smoothly!",4
808,"Amazing experience, everything went smoothly!",2
809,"Not what I expected, very disappointing experience.",5
810,"Poor packaging, arrived damaged. Not happy with the purchase.",3
811,"Excellent customer service, the support team was very helpful!",3
812,"Satisfied with the purchase, good value for money.",5
813,"The product did not meet my expectations, quality was subpar.",1
814,"Amazing experience, everything went smoothly!",2
815,"Great product, very satisfied with the quality and service!",5
816,"Satisfied with the purchase, good value for money.",3
817,"Satisfied with the purchase, good value for money.",4
818,"Satisfied with the purchase, good value for money.",5
819,"Terrible customer support, they did not respond to my emails.",4
820,"Not what I expected, very disappointing experience.",3
821,Loved it! Would definitely recommend to my friends and family.,4
822,"Not what I expected, very disappointing experience.",3
823,"Amazing experience, everything went smoothly!",2
824,"Product is okay, but shipping took too long.",1
825,"The product did not meet my expectations, quality was subpar.",3
826,"Satisfied with the purchase, good value for money.",5
827,"Satisfied with the purchase, good value for money.",3
828,Loved it! Would definitely recommend to my friends and family.,3
829,"Poor packaging, arrived damaged. Not happy with the purchase.",2
830,"The product did not meet my expectations, quality was subpar.",1
831,"Terrible customer support, they did not respond to my emails.",2
832,"Not what I expected, very disappointing experience.",1
833,"Satisfied with the purchase, good value for money.",3
834,"Poor packaging, arrived damaged. Not happy with the purchase.",3
835,"Not what I expected, very disappointing experience.",4
836,"Poor packaging, arrived damaged. Not happy with the purchase.",1
837,"Satisfied with the purchase, good value for money.",2
838,"Not what I expected, very disappointing experience.",1
839,"Amazing experience, everything went smoothly!",4
840,"Satisfied with the purchase, good value for money.",4
841,"The product did not meet my expectations, quality was subpar.",1
842,"Satisfied with the purchase, good value for money.",1
843,"Terrible customer support, they did not respond to my emails.",4
844,"Poor packaging, arrived damaged. Not happy with the purchase.",2
845,Loved it! Would definitely recommend to my friends and family.,1
846,"Great product, very satisfied with the quality and service!",3
847,"Great product, very satisfied with the quality and service!",2
848,"Poor packaging, arrived damaged. Not happy with the purchase.",4
849,"Amazing experience, everything went smoothly!",3
850,"Terrible customer support, they did not respond to my emails.",4
851,"Great product, very satisfied with the quality and service!",2
852,Loved it! Would definitely recommend to my friends and family.,4
853,"Terrible customer support, they did not respond to my emails.",4
854,"The product did not meet my expectations, quality was subpar.",4
855,"Product is okay, but shipping took too long.",1
856,"Not what I expected, very disappointing experience.",2
857,"Excellent customer service, the support team was very helpful!",4
858,"Terrible customer support, they did not respond to my emails.",1
859,"Satisfied with the purchase, good value for money.",4
860,"Terrible customer support, they did not respond to my emails.",5
861,"Terrible customer support, they did not respond to my emails.",3
862,"Terrible customer support, they did not respond to my emails.",1
863,"Terrible customer support, they did not respond to my emails.",1
864,"Satisfied with the purchase, good value for money.",5
865,"Amazing experience, everything went smoothly!",3
866,"The product did not meet my expectations, quality was subpar.",3
867,"Product is okay, but shipping took too long.",3
868,"Excellent customer service, the support team was very helpful!",4
869,"Amazing experience, everything went smoothly!",2
870,"Excellent customer service, the support team was very helpful!",3
871,Loved it! Would definitely recommend to my friends and family.,4
872,"Poor packaging, arrived damaged. Not happy with the purchase.",1
873,"Product is okay, but shipping took too long.",4
874,"The product did not meet my expectations, quality was subpar.",1
875,"Satisfied with the purchase, good value for money.",5
876,"Poor packaging, arrived damaged. Not happy with the purchase.",3
877,"The product did not meet my expectations, quality was subpar.",5
878,"Satisfied with the purchase, good value for money.",3
879,"The product did not meet my expectations, quality was subpar.",4
880,"Excellent customer service, the support team was very helpful!",2
881,"Great product, very satisfied with the quality and service!",3
882,"The product did not meet my expectations, quality was subpar.",4
883,"Not what I expected, very disappointing experience.",1
884,"Satisfied with the purchase, good value for money.",3
885,"Product is okay, but shipping took too long.",2
886,"Terrible customer support, they did not respond to my emails.",2
887,"Product is okay, but shipping took too long.",4
888,"Product is okay, but shipping took too long.",2
889,"Great product, very satisfied with the quality and service!",4
890,"Not what I expected, very disappointing experience.",2
891,"Excellent customer service, the support team was very helpful!",4
892,"Amazing experience, everything went smoothly!",1
893,"Not what I expected, very disappointing experience.",3
894,Loved it! Would definitely recommend to my friends and family.,4
895,"Satisfied with the purchase, good value for money.",2
896,"The product did not meet my expectations, quality was subpar.",2
897,"Amazing experience, everything went smoothly!",1
898,"Terrible customer support, they did not respond to my emails.",3
899,Loved it! Would definitely recommend to my friends and family.,4
900,"Excellent customer service, the support team was very helpful!",4
901,"The product did not meet my expectations, quality was subpar.",5
902,"Amazing experience, everything went smoothly!",5
903,"Product is okay, but shipping took too long.",3
904,"The product did not meet my expectations, quality was subpar.",1
905,"Amazing experience, everything went smoothly!",2
906,"Terrible customer support, they did not respond to my emails.",5
907,"Product is okay, but shipping took too long.",5
908,"Not what I expected, very disappointing experience.",2
909,"Amazing experience, everything went smoothly!",4
910,Loved it! Would definitely recommend to my friends and family.,2
911,"Terrible customer support, they did not respond to my emails.",1
912,"Excellent customer service, the support team was very helpful!",4
913,"Not what I expected, very disappointing experience.",1
914,Loved it! Would definitely recommend to my friends and family.,5
915,"Amazing experience, everything went smoothly!",3
916,"Great product, very satisfied with the quality and service!",1
917,"Amazing experience, everything went smoothly!",5
918,"Satisfied with the purchase, good value for money.",2
919,"Excellent customer service, the support team was very helpful!",2
920,"Amazing experience, everything went smoothly!",2
921,"Terrible customer support, they did not respond to my emails.",5
922,"Amazing experience, everything went smoothly!",3
923,"Amazing experience, everything went smoothly!",1
924,Loved it! Would definitely recommend to my friends and family.,3
925,"Great product, very satisfied with the quality and service!",4
926,"Not what I expected, very disappointing experience.",4
927,"Great product, very satisfied with the quality and service!",5
928,Loved it! Would definitely recommend to my friends and family.,5
929,"Poor packaging, arrived damaged. Not happy with the purchase.",5
930,"Not what I expected, very disappointing experience.",5
931,"Poor packaging, arrived damaged. Not happy with the purchase.",5
932,"Satisfied with the purchase, good value for money.",5
933,Loved it! Would definitely recommend to my friends and family.,1
934,"Poor packaging, arrived damaged. Not happy with the purchase.",5
935,"Terrible customer support, they did not respond to my emails.",1
936,"Amazing experience, everything went smoothly!",1
937,"Product is okay, but shipping took too long.",4
938,"Great product, very satisfied with the quality and service!",3
939,"The product did not meet my expectations, quality was subpar.",2
940,"Excellent customer service, the support team was very helpful!",2
941,"Not what I expected, very disappointing experience.",4
942,"Product is okay, but shipping took too long.",5
943,"Poor packaging, arrived damaged. Not happy with the purchase.",3
944,"Amazing experience, everything went smoothly!",2
945,Loved it! Would definitely recommend to my friends and family.,2
946,"Terrible customer support, they did not respond to my emails.",2
947,"Excellent customer service, the support team was very helpful!",5
948,"Product is okay, but shipping took too long.",4
949,Loved it! Would definitely recommend to my friends and family.,4
950,"Satisfied with the purchase, good value for money.",5
951,Loved it! Would definitely recommend to my friends and family.,5
952,"Amazing experience, everything went smoothly!",4
953,"Amazing experience, everything went smoothly!",5
954,"The product did not meet my expectations, quality was subpar.",4
955,"Great product, very satisfied with the quality and service!",2
956,"Not what I expected, very disappointing experience.",2
957,"Great product, very satisfied with the quality and service!",3
958,Loved it! Would definitely recommend to my friends and family.,5
959,"Not what I expected, very disappointing experience.",5
960,"Terrible customer support, they did not respond to my emails.",5
961,"The product did not meet my expectations, quality was subpar.",3
962,"Terrible customer support, they did not respond to my emails.",4
963,"Satisfied with the purchase, good value for money.",4
964,"Not what I expected, very disappointing experience.",1
965,"Not what I expected, very disappointing experience.",2
966,"Not what I expected, very disappointing experience.",5
967,"Not what I expected, very disappointing experience.",3
968,"Excellent customer service, the support team was very helpful!",1
969,Loved it! Would definitely recommend to my friends and family.,2
970,"Terrible customer support, they did not respond to my emails.",3
971,"Great product, very satisfied with the quality and service!",4
972,"Excellent customer service, the support team was very helpful!",1
973,"The product did not meet my expectations, quality was subpar.",4
974,"Not what I expected, very disappointing experience.",3
975,"Amazing experience, everything went smoothly!",1
976,"Product is okay, but shipping took too long.",5
977,"Terrible customer support, they did not respond to my emails.",1
978,"Product is okay, but shipping took too long.",3
979,"Amazing experience, everything went smoothly!",4
980,"Satisfied with the purchase, good value for money.",5
981,"Excellent customer service, the support team was very helpful!",3
982,"Great product, very satisfied with the quality and service!",2
983,"The product did not meet my expectations, quality was subpar.",5
984,"Terrible customer support, they did not respond to my emails.",1
985,"Poor packaging, arrived damaged. Not happy with the purchase.",5
986,"Great product, very satisfied with the quality and service!",5
987,"Terrible customer support, they did not respond to my emails.",2
988,"Great product, very satisfied with the quality and service!",3
989,"Excellent customer service, the support team was very helpful!",3
990,"Satisfied with the purchase, good value for money.",3
991,"The product did not meet my expectations, quality was subpar.",2
992,"Terrible customer support, they did not respond to my emails.",2
993,Loved it! Would definitely recommend to my friends and family.,5
994,"Satisfied with the purchase, good value for money.",5
995,"Great product, very satisfied with the quality and service!",4
996,Loved it! Would definitely recommend to my friends and family.,4
997,"Poor packaging, arrived damaged. Not happy with the purchase.",4
998,"Excellent customer service, the support team was very helpful!",5
999,"Amazing experience, everything went smoothly!",2
1000,"Excellent customer service, the support team was very helpful!",4
