Review_ID,Customer_Review,Rating
896,product meet expectation quality subpar,2
897,amazing experience everything went smoothly,1
898,terrible customer support respond email,3
899,loved would definitely recommend friend family,4
900,excellent customer service support team helpful,4
901,product meet expectation quality subpar,5
902,amazing experience everything went smoothly,5
903,product okay shipping took long,3
904,product meet expectation quality subpar,1
905,amazing experience everything went smoothly,2
906,terrible customer support respond email,5
907,product okay shipping took long,5
908,expected disappointing experience,2
909,amazing experience everything went smoothly,4
910,loved would definitely recommend friend family,2
911,terrible customer support respond email,1
912,excellent customer service support team helpful,4
913,expected disappointing experience,1
914,loved would definitely recommend friend family,5
915,amazing experience everything went smoothly,3
916,great product satisfied quality service,1
917,amazing experience everything went smoothly,5
918,satisfied purchase good value money,2
919,excellent customer service support team helpful,2
920,amazing experience everything went smoothly,2
921,terrible customer support respond email,5
922,amazing experience everything went smoothly,3
923,amazing experience everything went smoothly,1
924,loved would definitely recommend friend family,3
925,great product satisfied quality service,4
926,expected disappointing experience,4
927,great product satisfied quality service,5
928,loved would definitely recommend friend family,5
929,poor packaging arrived damaged happy purchase,5
930,expected disappointing experience,5
931,poor packaging arrived damaged happy purchase,5
932,satisfied purchase good value money,5
933,loved would definitely recommend friend family,1
934,poor packaging arrived damaged happy purchase,5
935,terrible customer support respond email,1
936,amazing experience everything went smoothly,1
937,product okay shipping took long,4
938,great product satisfied quality service,3
939,product meet expectation quality subpar,2
940,excellent customer service support team helpful,2
941,expected disappointing experience,4
942,product okay shipping took long,5
943,poor packaging arrived damaged happy purchase,3
944,amazing experience everything went smoothly,2
945,loved would definitely recommend friend family,2
946,terrible customer support respond email,2
947,excellent customer service support team helpful,5
948,product okay shipping took long,4
949,loved would definitely recommend friend family,4
950,satisfied purchase good value money,5
951,loved would definitely recommend friend family,5
952,amazing experience everything went smoothly,4
953,amazing experience everything went smoothly,5
954,product meet expectation quality subpar,4
955,great product satisfied quality service,2
956,expected disappointing experience,2
957,great product satisfied quality service,3
958,loved would definitely recommend friend family,5
959,expected disappointing experience,5
960,terrible customer support respond email,5
961,product meet expectation quality subpar,3
962,terrible customer support respond email,4
963,satisfied purchase good value money,4
964,expected disappointing experience,1
965,expected disappointing experience,2
966,expected disappointing experience,5
967,expected disappointing experience,3
968,excellent customer service support team helpful,1
969,loved would definitely recommend friend family,2
970,terrible customer support respond email,3
971,great product satisfied quality service,4
972,excellent customer service support team helpful,1
973,product meet expectation quality subpar,4
974,expected disappointing experience,3
975,amazing experience everything went smoothly,1
976,product okay shipping took long,5
977,terrible customer support respond email,1
978,product okay shipping took long,3
979,amazing experience everything went smoothly,4
980,satisfied purchase good value money,5
981,excellent customer service support team helpful,3
982,great product satisfied quality service,2
983,product meet expectation quality subpar,5
984,terrible customer support respond email,1
985,poor packaging arrived damaged happy purchase,5
986,great product satisfied quality service,5
987,terrible customer support respond email,2
988,great product satisfied quality service,3
989,excellent customer service support team helpful,3
990,satisfied purchase good value money,3
991,product meet expectation quality subpar,2
992,terrible customer support respond email,2
993,loved would definitely recommend friend family,5
994,satisfied purchase good value money,5
995,great product satisfied quality service,4
996,loved would definitely recommend friend family,4
997,poor packaging arrived damaged happy purchase,4
998,excellent customer service support team helpful,5
999,amazing experience everything went smoothly,2
1000,excellent customer service support team helpful,4
